[Terrain]
datatype	ground_area_text_storage	version	1.0.0
35	1	ground	650
36	1	water	-118
37	1	ground	376
38	1	water	-997
39	1	water	-1546
40	1	water	-557
41	1	ground	431
42	1	water	-228
43	1	water	-1710
44	1	water	-3248
45	1	water	-3028
46	1	water	-1546
47	1	water	-2369
48	1	water	-1820
49	1	water	-283
50	1	ground	47
51	1	ground	705
52	1	water	-2479
53	1	water	-2918
54	1	water	-2918
55	1	water	-2259
56	1	water	-2369
57	1	water	-1546
58	1	water	-1985
59	1	water	-1436
60	1	water	-1106
61	1	water	-777
62	1	water	-2314
63	1	water	-1600
64	1	water	-2808
65	1	water	-4400
66	1	water	-4291
67	1	water	-6157
68	1	water	-5883
69	1	water	-2918
70	1	water	-4730
71	1	water	-7804
72	1	water	-8628
73	1	water	-9506
74	1	water	-8957
75	1	water	-9012
76	1	water	-9836
77	1	water	-7969
78	1	water	-8848
79	1	water	-8573
80	1	water	-8189
81	1	water	-4840
82	1	water	-3522
83	1	water	-4565
84	1	water	-5828
85	1	water	-7750
86	1	water	-8299
87	1	water	-8793
88	1	water	-7914
89	1	water	-7255
90	1	water	-7750
91	1	water	-8134
92	1	water	-9177
93	1	water	-9122
94	1	water	-7420
95	1	water	-8079
96	1	water	-9397
97	1	water	-7091
98	1	water	-5993
99	1	water	-4785
100	1	water	-6981
101	1	water	-8793
102	1	water	-7475
103	1	water	-8244
104	1	water	-5553
105	1	water	-6157
106	1	water	-5608
107	1	water	-6048
108	1	water	-7859
109	1	water	-8463
110	1	water	-7585
111	1	water	-9067
112	1	water	-9561
113	1	water	-8957
114	1	water	-7255
115	1	water	-6871
116	1	water	-5608
117	1	water	-5608
118	1	water	-7914
119	1	water	-9067
120	1	water	-9012
121	1	water	-9397
122	1	water	-9232
123	1	water	-6487
124	1	water	-3687
125	1	water	-3302
126	1	water	-3357
127	1	water	-1491
128	1	ground	376
129	1	water	-393
130	1	ground	541
131	1	ground	376
132	1	water	-612
133	1	water	-777
134	1	water	-338
135	1	water	-997
136	1	water	-3138
137	1	water	-4730
138	1	water	-6871
139	1	water	-7146
140	1	water	-8848
141	1	water	-6926
142	1	water	-5553
143	1	water	-3412
144	1	water	-1546
145	1	water	-2644
146	1	water	-4675
147	1	water	-8079
148	1	water	-8683
149	1	water	-8957
150	1	water	-9232
151	1	water	-8683
152	1	water	-9287
153	1	water	-8518
154	1	water	-7914
155	1	water	-8518
156	1	water	-8189
157	1	water	-7146
158	1	water	-5499
159	1	water	-5169
160	1	water	-8134
161	1	water	-8793
162	1	water	-7530
163	1	water	-5773
164	1	water	-2589
165	1	water	-3357
166	1	water	-2369
167	1	water	-3248
168	1	water	-4455
169	1	water	-7750
170	1	water	-8189
171	1	water	-7914
172	1	water	-7804
173	1	water	-7640
174	1	water	-7310
175	1	water	-7750
176	1	water	-6377
177	1	water	-4675
178	1	water	-5389
179	1	water	-7146
180	1	water	-9067
181	1	water	-9451
182	1	water	-9012
183	1	water	-7200
184	1	water	-8518
185	1	water	-9122
186	1	water	-9232
187	1	water	-7695
188	1	water	-4730
189	1	water	-4071
190	1	water	-942
191	1	water	-887
192	1	water	-1381
193	1	water	-2973
194	1	water	-4400
195	1	water	-4071
196	1	water	-3412
197	1	water	-3961
198	1	water	-2918
199	1	water	-4400
0	2	water	-3357
1	2	water	-832
2	2	water	-283
3	2	ground	376
4	2	water	-722
5	2	water	-2808
6	2	water	-3687
7	2	water	-3906
8	2	water	-2589
9	2	water	-2808
10	2	water	-887
11	2	water	-1161
12	2	water	-2040
13	2	water	-832
14	2	ground	870
15	2	water	-63
16	2	water	-283
17	2	water	-1875
18	2	water	-1930
19	2	water	-393
20	2	water	-612
21	2	water	-8
22	2	ground	870
23	2	water	-448
24	2	water	-3687
25	2	water	-4565
26	2	water	-4510
27	2	water	-2589
28	2	water	-448
29	2	water	-118
30	2	water	-173
31	2	water	-283
32	2	ground	101
33	2	ground	541
34	2	water	-173
35	2	water	-1326
36	2	water	-2150
37	2	ground	1090
38	2	ground	650
39	2	ground	760
40	2	water	-1216
41	2	water	-338
42	2	water	-887
43	2	water	-777
44	2	water	-1820
45	2	water	-612
46	2	ground	47
47	2	water	-557
48	2	water	-338
49	2	water	-63
50	2	water	-8
51	2	ground	596
52	2	water	-1106
53	2	water	-4071
54	2	water	-4126
55	2	water	-4236
56	2	water	-2369
57	2	water	-1161
58	2	water	-1600
59	2	water	-1106
60	2	water	-2095
61	2	water	-2753
62	2	water	-2808
63	2	water	-3522
64	2	water	-4400
65	2	water	-3522
66	2	water	-4291
67	2	water	-7969
68	2	water	-7146
69	2	water	-5773
70	2	water	-6651
71	2	water	-6487
72	2	water	-9067
73	2	water	-9561
74	2	water	-8902
75	2	water	-9122
76	2	water	-7475
77	2	water	-6267
78	2	water	-7420
79	2	water	-7585
80	2	water	-7036
81	2	water	-5224
82	2	water	-6487
83	2	water	-6212
84	2	water	-5663
85	2	water	-4785
86	2	water	-7585
87	2	water	-9451
88	2	water	-8189
89	2	water	-6432
90	2	water	-8353
91	2	water	-8244
92	2	water	-9616
93	2	water	-9067
94	2	water	-8353
95	2	water	-9122
96	2	water	-8189
97	2	water	-8408
98	2	water	-8848
99	2	water	-8244
100	2	water	-8957
101	2	water	-8463
102	2	water	-8957
103	2	water	-9122
104	2	water	-7146
105	2	water	-6706
106	2	water	-6487
107	2	water	-6542
108	2	water	-6871
109	2	water	-8628
110	2	water	-7859
111	2	water	-9012
112	2	water	-9397
113	2	water	-8793
114	2	water	-7200
115	2	water	-7255
116	2	water	-7640
117	2	water	-5114
118	2	water	-7530
119	2	water	-9287
120	2	water	-8902
121	2	water	-8793
122	2	water	-8299
123	2	water	-6157
124	2	water	-3302
125	2	water	-1820
126	2	water	-3412
127	2	water	-2314
128	2	water	-63
129	2	water	-1161
130	2	water	-338
131	2	water	-8
132	2	water	-1216
133	2	water	-942
134	2	water	-3412
135	2	water	-3138
136	2	water	-3522
137	2	water	-5773
138	2	water	-5773
139	2	water	-6816
140	2	water	-9067
141	2	water	-7530
142	2	water	-5499
143	2	water	-2973
144	2	water	-283
145	2	water	-2479
146	2	water	-5773
147	2	water	-7365
148	2	water	-8134
149	2	water	-8902
150	2	water	-9067
151	2	water	-8902
152	2	water	-9561
153	2	water	-9067
154	2	water	-8518
155	2	water	-8134
156	2	water	-7804
157	2	water	-7969
158	2	water	-6981
159	2	water	-8299
160	2	water	-9287
161	2	water	-8189
162	2	water	-6597
163	2	water	-5608
164	2	water	-3083
165	2	water	-4346
166	2	water	-4346
167	2	water	-5938
168	2	water	-6322
169	2	water	-6377
170	2	water	-7365
171	2	water	-8628
172	2	water	-9671
173	2	water	-8408
174	2	water	-6322
175	2	water	-7365
176	2	water	-6816
177	2	water	-5938
178	2	water	-4730
179	2	water	-7310
180	2	water	-8957
181	2	water	-9232
182	2	water	-9671
183	2	water	-9232
184	2	water	-9122
185	2	water	-8244
186	2	water	-7914
187	2	water	-7585
188	2	water	-5663
189	2	water	-3412
190	2	water	-2534
191	2	water	-1436
192	2	water	-2314
193	2	water	-3851
194	2	water	-4291
195	2	water	-2753
196	2	water	-4016
197	2	water	-4840
198	2	water	-4181
199	2	water	-3357
0	3	water	-2699
1	3	water	-173
2	3	water	-667
3	3	water	-118
4	3	ground	870
5	3	water	-3797
6	3	water	-6706
7	3	water	-4291
8	3	water	-1820
9	3	water	-1271
10	3	ground	431
11	3	ground	870
12	3	water	-118
13	3	ground	1200
14	3	ground	321
15	3	ground	211
16	3	ground	486
17	3	water	-3742
18	3	water	-4126
19	3	water	-1051
20	3	water	-1765
21	3	water	-393
22	3	water	-887
23	3	water	-1655
24	3	water	-4236
25	3	water	-5114
26	3	water	-4236
27	3	water	-2973
28	3	water	-2259
29	3	ground	266
30	3	water	-8
31	3	water	-228
32	3	ground	321
33	3	water	-502
34	3	water	-1546
35	3	water	-2040
36	3	water	-1161
37	3	water	-887
38	3	ground	541
39	3	ground	1035
40	3	water	-612
41	3	water	-502
42	3	ground	156
43	3	ground	47
44	3	water	-228
45	3	water	-2204
46	3	water	-1820
47	3	ground	47
48	3	ground	1145
49	3	water	-63
50	3	water	-832
51	3	water	-612
52	3	water	-2644
53	3	water	-2589
54	3	water	-4016
55	3	water	-4071
56	3	water	-448
57	3	water	-1491
58	3	water	-173
59	3	water	-722
60	3	ground	321
61	3	water	-1765
62	3	water	-2204
63	3	water	-4071
64	3	water	-4346
65	3	water	-4455
66	3	water	-3028
67	3	water	-5883
68	3	water	-6597
69	3	water	-8024
70	3	water	-6651
71	3	water	-6816
72	3	water	-9012
73	3	water	-8738
74	3	water	-9397
75	3	water	-8957
76	3	water	-8573
77	3	water	-9122
78	3	water	-8353
79	3	water	-7530
80	3	water	-4840
81	3	water	-5553
82	3	water	-6871
83	3	water	-6157
84	3	water	-5828
85	3	water	-5389
86	3	water	-7914
87	3	water	-7859
88	3	water	-7091
89	3	water	-7804
90	3	water	-8957
91	3	water	-8957
92	3	water	-9287
93	3	water	-9726
94	3	water	-9122
95	3	water	-9232
96	3	water	-8189
97	3	water	-7859
98	3	water	-7804
99	3	water	-8957
100	3	water	-9342
101	3	water	-8134
102	3	water	-9177
103	3	water	-8573
104	3	water	-8024
105	3	water	-7475
106	3	water	-6048
107	3	water	-5773
108	3	water	-7365
109	3	water	-7969
110	3	water	-7365
111	3	water	-8738
112	3	water	-9397
113	3	water	-9287
114	3	water	-8848
115	3	water	-6597
116	3	water	-7914
117	3	water	-7475
118	3	water	-8299
119	3	water	-9177
120	3	water	-9781
121	3	water	-8408
122	3	water	-7640
123	3	water	-5993
124	3	water	-5663
125	3	water	-3961
126	3	water	-3577
127	3	water	-3302
128	3	water	-3193
129	3	water	-2259
130	3	water	-557
131	3	water	-1820
132	3	water	-1491
133	3	water	-1930
134	3	water	-5169
135	3	water	-5828
136	3	water	-6102
137	3	water	-5938
138	3	water	-5608
139	3	water	-7420
140	3	water	-9232
141	3	water	-8244
142	3	water	-7310
143	3	water	-4400
144	3	water	-2424
145	3	water	-2259
146	3	water	-6487
147	3	water	-7475
148	3	water	-9067
149	3	water	-9397
150	3	water	-9067
151	3	water	-8408
152	3	water	-8573
153	3	water	-8518
154	3	water	-8628
155	3	water	-7365
156	3	water	-7640
157	3	water	-8353
158	3	water	-7146
159	3	water	-7804
160	3	water	-8573
161	3	water	-8244
162	3	water	-6871
163	3	water	-5993
164	3	water	-6706
165	3	water	-4565
166	3	water	-5718
167	3	water	-6761
168	3	water	-8848
169	3	water	-9177
170	3	water	-8793
171	3	water	-9616
172	3	water	-9067
173	3	water	-7200
174	3	water	-6157
175	3	water	-6487
176	3	water	-7969
177	3	water	-6048
178	3	water	-5169
179	3	water	-7585
180	3	water	-8793
181	3	water	-9177
182	3	water	-9342
183	3	water	-8683
184	3	water	-8189
185	3	water	-8848
186	3	water	-6432
187	3	water	-5499
188	3	water	-4236
189	3	water	-3797
190	3	water	-1051
191	3	water	-1930
192	3	water	-4730
193	3	water	-4840
194	3	water	-2479
195	3	water	-2808
196	3	water	-4895
197	3	water	-6267
198	3	water	-2918
199	3	water	-4016
0	4	water	-2808
1	4	water	-1271
2	4	water	-2369
3	4	water	-1326
4	4	water	-1271
5	4	water	-4181
6	4	water	-7036
7	4	water	-4236
8	4	water	-777
9	4	water	-1216
10	4	water	-557
11	4	ground	705
12	4	ground	47
13	4	ground	156
14	4	ground	211
15	4	ground	486
16	4	ground	321
17	4	water	-4455
18	4	water	-3467
19	4	water	-1710
20	4	water	-4950
21	4	water	-5718
22	4	water	-2534
23	4	water	-1600
24	4	water	-2204
25	4	water	-3467
26	4	water	-2150
27	4	water	-2918
28	4	water	-2918
29	4	ground	101
30	4	water	-283
31	4	water	-283
32	4	ground	705
33	4	ground	321
34	4	water	-2753
35	4	water	-2479
36	4	water	-1930
37	4	water	-118
38	4	water	-502
39	4	water	-283
40	4	water	-393
41	4	water	-3522
42	4	water	-173
43	4	ground	211
44	4	water	-1436
45	4	water	-3522
46	4	water	-3028
47	4	water	-502
48	4	water	-667
49	4	ground	541
50	4	water	-1051
51	4	water	-1820
52	4	water	-2150
53	4	water	-2369
54	4	water	-1875
55	4	water	-997
56	4	water	-448
57	4	water	-777
58	4	water	-2479
59	4	water	-997
60	4	ground	47
61	4	ground	156
62	4	water	-173
63	4	water	-1875
64	4	water	-612
65	4	water	-3522
66	4	water	-3906
67	4	water	-4181
68	4	water	-6487
69	4	water	-8134
70	4	water	-8683
71	4	water	-9067
72	4	water	-9067
73	4	water	-8902
74	4	water	-9506
75	4	water	-9342
76	4	water	-10000
77	4	water	-8628
78	4	water	-7969
79	4	water	-6761
80	4	water	-5883
81	4	water	-6542
82	4	water	-6267
83	4	water	-6377
84	4	water	-6981
85	4	water	-6102
86	4	water	-7969
87	4	water	-7750
88	4	water	-7859
89	4	water	-7969
90	4	water	-9122
91	4	water	-9342
92	4	water	-8848
93	4	water	-8957
94	4	water	-8902
95	4	water	-8134
96	4	water	-7695
97	4	water	-7640
98	4	water	-6487
99	4	water	-7750
100	4	water	-8244
101	4	water	-9451
102	4	water	-7969
103	4	water	-8408
104	4	water	-9012
105	4	water	-6926
106	4	water	-4675
107	4	water	-5883
108	4	water	-9616
109	4	water	-8957
110	4	water	-8408
111	4	water	-8628
112	4	water	-9287
113	4	water	-9177
114	4	water	-9122
115	4	water	-8244
116	4	water	-6871
117	4	water	-8299
118	4	water	-8902
119	4	water	-9177
120	4	water	-8573
121	4	water	-9506
122	4	water	-8683
123	4	water	-7146
124	4	water	-4126
125	4	water	-5224
126	4	water	-4346
127	4	water	-3248
128	4	water	-4675
129	4	water	-4510
130	4	water	-3083
131	4	water	-4840
132	4	water	-3248
133	4	water	-3248
134	4	water	-4565
135	4	water	-5938
136	4	water	-6377
137	4	water	-3412
138	4	water	-5279
139	4	water	-7859
140	4	water	-7914
141	4	water	-9397
142	4	water	-7475
143	4	water	-5718
144	4	water	-5169
145	4	water	-5773
146	4	water	-4565
147	4	water	-5499
148	4	water	-8189
149	4	water	-8244
150	4	water	-9012
151	4	water	-8793
152	4	water	-8134
153	4	water	-8463
154	4	water	-8902
155	4	water	-9506
156	4	water	-8683
157	4	water	-8957
158	4	water	-6761
159	4	water	-6597
160	4	water	-7750
161	4	water	-9067
162	4	water	-8079
163	4	water	-6102
164	4	water	-6377
165	4	water	-8463
166	4	water	-8793
167	4	water	-8463
168	4	water	-8738
169	4	water	-9561
170	4	water	-9616
171	4	water	-9616
172	4	water	-9232
173	4	water	-6926
174	4	water	-5828
175	4	water	-6871
176	4	water	-8299
177	4	water	-8244
178	4	water	-6706
179	4	water	-7804
180	4	water	-9506
181	4	water	-8957
182	4	water	-9122
183	4	water	-8299
184	4	water	-8024
185	4	water	-8573
186	4	water	-7585
187	4	water	-3797
188	4	water	-2095
189	4	water	-2259
190	4	water	-1161
191	4	water	-942
192	4	water	-3632
193	4	water	-1765
194	4	water	-832
195	4	water	-2479
196	4	water	-2808
197	4	water	-2479
198	4	water	-4016
199	4	water	-5389
0	5	water	-3797
1	5	water	-1326
2	5	water	-3357
3	5	water	-4346
4	5	water	-4510
5	5	water	-4346
6	5	water	-3577
7	5	water	-1930
8	5	water	-63
9	5	water	-832
10	5	water	-228
11	5	water	-118
12	5	water	-283
13	5	water	-448
14	5	ground	101
15	5	ground	101
16	5	ground	101
17	5	water	-2644
18	5	water	-5718
19	5	water	-4400
20	5	water	-7914
21	5	water	-7530
22	5	water	-4346
23	5	water	-3522
24	5	water	-3687
25	5	water	-2699
26	5	water	-2753
27	5	water	-2644
28	5	water	-2808
29	5	water	-338
30	5	water	-448
31	5	water	-832
32	5	water	-393
33	5	ground	541
34	5	water	-2040
35	5	water	-2150
36	5	water	-1106
37	5	water	-667
38	5	water	-393
39	5	water	-1600
40	5	water	-2150
41	5	water	-4565
42	5	water	-3467
43	5	water	-2808
44	5	water	-2204
45	5	water	-1381
46	5	water	-1985
47	5	water	-173
48	5	water	-1491
49	5	water	-722
50	5	water	-448
51	5	water	-1436
52	5	water	-1600
53	5	water	-612
54	5	water	-832
55	5	ground	47
56	5	ground	376
57	5	water	-557
58	5	water	-1765
59	5	water	-777
60	5	water	-448
61	5	water	-1161
62	5	water	-1655
63	5	water	-997
64	5	water	-832
65	5	water	-4950
66	5	water	-5608
67	5	water	-6102
68	5	water	-7695
69	5	water	-7420
70	5	water	-8738
71	5	water	-8189
72	5	water	-7750
73	5	water	-8353
74	5	water	-9177
75	5	water	-9561
76	5	water	-9451
77	5	water	-8738
78	5	water	-7969
79	5	water	-6377
80	5	water	-5993
81	5	water	-8024
82	5	water	-7255
83	5	water	-7420
84	5	water	-7146
85	5	water	-5608
86	5	water	-6706
87	5	water	-7255
88	5	water	-8299
89	5	water	-8299
90	5	water	-9122
91	5	water	-8848
92	5	water	-8902
93	5	water	-8573
94	5	water	-9122
95	5	water	-8793
96	5	water	-8408
97	5	water	-9122
98	5	water	-8463
99	5	water	-7914
100	5	water	-7859
101	5	water	-8244
102	5	water	-7365
103	5	water	-7695
104	5	water	-8408
105	5	water	-6487
106	5	water	-5444
107	5	water	-6597
108	5	water	-8957
109	5	water	-9451
110	5	water	-9451
111	5	water	-9342
112	5	water	-9726
113	5	water	-8244
114	5	water	-7695
115	5	water	-7420
116	5	water	-7091
117	5	water	-8024
118	5	water	-8902
119	5	water	-9122
120	5	water	-9012
121	5	water	-8628
122	5	water	-8793
123	5	water	-6761
124	5	water	-5169
125	5	water	-7530
126	5	water	-3797
127	5	water	-3248
128	5	water	-4071
129	5	water	-3577
130	5	water	-2808
131	5	water	-2040
132	5	water	-2644
133	5	water	-2918
134	5	water	-5224
135	5	water	-6322
136	5	water	-6651
137	5	water	-5553
138	5	water	-6816
139	5	water	-9397
140	5	water	-8793
141	5	water	-9122
142	5	water	-7914
143	5	water	-6981
144	5	water	-4785
145	5	water	-4071
146	5	water	-4126
147	5	water	-4730
148	5	water	-7146
149	5	water	-9451
150	5	water	-9451
151	5	water	-9232
152	5	water	-9177
153	5	water	-8793
154	5	water	-8793
155	5	water	-9287
156	5	water	-8957
157	5	water	-9561
158	5	water	-8683
159	5	water	-8079
160	5	water	-6157
161	5	water	-7859
162	5	water	-6267
163	5	water	-7750
164	5	water	-7969
165	5	water	-8957
166	5	water	-9067
167	5	water	-8408
168	5	water	-8518
169	5	water	-8024
170	5	water	-7969
171	5	water	-8902
172	5	water	-8683
173	5	water	-8902
174	5	water	-5718
175	5	water	-6597
176	5	water	-7969
177	5	water	-8957
178	5	water	-8244
179	5	water	-7859
180	5	water	-8902
181	5	water	-9506
182	5	water	-9122
183	5	water	-9177
184	5	water	-8518
185	5	water	-8463
186	5	water	-7310
187	5	water	-3687
188	5	water	-1710
189	5	water	-2150
190	5	water	-1491
191	5	water	-612
192	5	water	-722
193	5	water	-1436
194	5	water	-1600
195	5	water	-3357
196	5	water	-2644
197	5	water	-3522
198	5	water	-3467
199	5	water	-3851
0	6	water	-5004
1	6	water	-448
2	6	water	-3742
3	6	water	-5224
4	6	water	-3906
5	6	water	-2644
6	6	water	-2369
7	6	water	-338
8	6	water	-722
9	6	water	-338
10	6	water	-173
11	6	ground	321
12	6	ground	376
13	6	water	-228
14	6	water	-777
15	6	ground	1035
16	6	water	-393
17	6	water	-3522
18	6	water	-5114
19	6	water	-5499
20	6	water	-6816
21	6	water	-8628
22	6	water	-8134
23	6	water	-6597
24	6	water	-5059
25	6	water	-4565
26	6	water	-2424
27	6	water	-3632
28	6	water	-3522
29	6	water	-1271
30	6	water	-832
31	6	water	-722
32	6	ground	321
33	6	water	-832
34	6	water	-722
35	6	water	-1326
36	6	water	-997
37	6	water	-1710
38	6	water	-502
39	6	water	-2589
40	6	water	-4620
41	6	water	-3248
42	6	water	-3302
43	6	water	-4400
44	6	water	-3302
45	6	water	-2644
46	6	water	-1491
47	6	water	-1600
48	6	water	-4346
49	6	water	-3632
50	6	water	-1765
51	6	water	-393
52	6	ground	376
53	6	water	-393
54	6	water	-228
55	6	water	-722
56	6	water	-997
57	6	water	-1875
58	6	water	-667
59	6	water	-1161
60	6	water	-1655
61	6	water	-2644
62	6	water	-1655
63	6	water	-1765
64	6	water	-3028
65	6	water	-5553
66	6	water	-5553
67	6	water	-4455
68	6	water	-6926
69	6	water	-9232
70	6	water	-8848
71	6	water	-7585
72	6	water	-7640
73	6	water	-7640
74	6	water	-9616
75	6	water	-9451
76	6	water	-9397
77	6	water	-9616
78	6	water	-9287
79	6	water	-8244
80	6	water	-7914
81	6	water	-9561
82	6	water	-9012
83	6	water	-9451
84	6	water	-8299
85	6	water	-6816
86	6	water	-5059
87	6	water	-5883
88	6	water	-7365
89	6	water	-9506
90	6	water	-7640
91	6	water	-6761
92	6	water	-8683
93	6	water	-9287
94	6	water	-9232
95	6	water	-9067
96	6	water	-9561
97	6	water	-9342
98	6	water	-9012
99	6	water	-9397
100	6	water	-8957
101	6	water	-8463
102	6	water	-8134
103	6	water	-8299
104	6	water	-6761
105	6	water	-5553
106	6	water	-6871
107	6	water	-7310
108	6	water	-8408
109	6	water	-8957
110	6	water	-9561
111	6	water	-9287
112	6	water	-9177
113	6	water	-8079
114	6	water	-6487
115	6	water	-7750
116	6	water	-9561
117	6	water	-8573
118	6	water	-7914
119	6	water	-9561
120	6	water	-9287
121	6	water	-9122
122	6	water	-9397
123	6	water	-9232
124	6	water	-6322
125	6	water	-4400
126	6	water	-2424
127	6	water	-3467
128	6	water	-4016
129	6	water	-4620
130	6	water	-3138
131	6	water	-557
132	6	water	-3961
133	6	water	-3851
134	6	water	-4785
135	6	water	-6487
136	6	water	-7310
137	6	water	-6597
138	6	water	-8848
139	6	water	-9012
140	6	water	-9561
141	6	water	-9012
142	6	water	-8793
143	6	water	-8024
144	6	water	-5773
145	6	water	-4620
146	6	water	-5773
147	6	water	-5169
148	6	water	-7091
149	6	water	-8518
150	6	water	-8518
151	6	water	-9342
152	6	water	-9342
153	6	water	-8793
154	6	water	-9012
155	6	water	-8134
156	6	water	-8683
157	6	water	-9067
158	6	water	-9506
159	6	water	-9397
160	6	water	-7036
161	6	water	-7200
162	6	water	-6048
163	6	water	-6926
164	6	water	-9342
165	6	water	-9561
166	6	water	-9067
167	6	water	-8079
168	6	water	-8353
169	6	water	-8024
170	6	water	-9067
171	6	water	-8738
172	6	water	-8957
173	6	water	-6102
174	6	water	-5279
175	6	water	-7365
176	6	water	-6432
177	6	water	-9287
178	6	water	-8353
179	6	water	-8848
180	6	water	-8848
181	6	water	-9726
182	6	water	-9232
183	6	water	-9616
184	6	water	-8134
185	6	water	-6597
186	6	water	-7255
187	6	water	-3961
188	6	water	-1875
189	6	water	-667
190	6	water	-1546
191	6	water	-1051
192	6	water	-1051
193	6	water	-2095
194	6	water	-3412
195	6	water	-2699
196	6	water	-2369
197	6	water	-1930
198	6	water	-722
199	6	water	-2259
0	7	water	-3193
1	7	ground	596
2	7	water	-1326
3	7	water	-2753
4	7	water	-3302
5	7	water	-1161
6	7	water	-118
7	7	water	-942
8	7	water	-1381
9	7	water	-3248
10	7	water	-2259
11	7	water	-612
12	7	ground	376
