[Terrain]
datatype	ground_area_text_storage	version	1.0.0
33	1	water	-2204
34	1	water	-1546
35	1	water	-1600
36	1	water	-1820
37	1	water	-1765
38	1	water	-1765
39	1	water	-1546
40	1	water	-1436
41	1	water	-1546
42	1	water	-997
43	1	water	-393
44	1	water	-118
45	1	ground	156
46	1	ground	321
47	1	water	-283
48	1	water	-118
49	1	ground	266
50	1	water	-393
51	1	water	-667
52	1	water	-997
53	1	water	-1600
54	1	water	-1765
55	1	water	-2150
56	1	water	-2644
57	1	water	-2699
58	1	water	-2479
59	1	water	-2918
60	1	water	-3302
61	1	water	-3412
62	1	water	-3851
63	1	water	-3577
64	1	water	-4236
65	1	water	-4455
66	1	water	-4071
67	1	water	-3577
68	1	water	-3522
69	1	water	-4455
70	1	water	-4400
71	1	water	-4126
72	1	water	-4400
73	1	water	-4675
74	1	water	-4620
75	1	water	-4565
76	1	water	-4950
77	1	water	-4840
78	1	water	-4510
79	1	water	-4730
80	1	water	-4730
81	1	water	-4840
82	1	water	-5444
83	1	water	-5773
84	1	water	-5663
85	1	water	-5718
86	1	water	-6267
87	1	water	-6212
88	1	water	-5828
89	1	water	-6432
90	1	water	-6816
91	1	water	-7091
92	1	water	-7420
93	1	water	-7530
94	1	water	-7475
95	1	water	-7914
96	1	water	-8134
97	1	water	-8518
98	1	water	-9012
99	1	water	-8738
100	1	water	-8408
101	1	water	-8244
102	1	water	-8244
103	1	water	-8353
104	1	water	-8244
105	1	water	-7859
106	1	water	-8079
107	1	water	-7859
108	1	water	-8079
109	1	water	-8463
110	1	water	-9122
111	1	water	-9232
112	1	water	-8848
113	1	water	-8628
114	1	water	-8573
115	1	water	-8463
116	1	water	-8134
117	1	water	-7804
118	1	water	-7804
119	1	water	-8079
120	1	water	-8134
121	1	water	-7804
122	1	water	-7146
123	1	water	-7365
124	1	water	-7914
125	1	water	-7640
126	1	water	-7695
127	1	water	-7859
128	1	water	-8079
129	1	water	-8134
130	1	water	-8902
131	1	water	-9122
132	1	water	-9232
133	1	water	-9836
134	1	water	-9726
135	1	water	-9781
136	1	water	-9781
137	1	water	-9232
138	1	water	-8738
139	1	water	-9122
140	1	water	-9561
141	1	water	-9451
142	1	water	-9781
143	1	water	-9891
144	1	water	-9891
145	1	water	-9891
146	1	water	-10000
147	1	water	-10000
148	1	water	-10000
149	1	water	-10000
150	1	water	-10000
151	1	water	-10000
152	1	water	-10000
153	1	water	-10000
154	1	water	-10000
155	1	water	-10000
156	1	water	-10000
157	1	water	-10000
158	1	water	-10000
159	1	water	-10000
160	1	water	-10000
161	1	water	-10000
162	1	water	-10000
163	1	water	-10000
164	1	water	-10000
165	1	water	-10000
166	1	water	-10000
167	1	water	-10000
168	1	water	-10000
169	1	water	-10000
170	1	water	-10000
171	1	water	-10000
172	1	water	-10000
173	1	water	-10000
174	1	water	-10000
175	1	water	-10000
176	1	water	-10000
177	1	water	-10000
178	1	water	-10000
179	1	water	-10000
180	1	water	-10000
181	1	water	-10000
182	1	water	-10000
183	1	water	-10000
184	1	water	-10000
185	1	water	-10000
186	1	water	-10000
187	1	water	-10000
188	1	water	-10000
189	1	water	-10000
190	1	water	-10000
191	1	water	-10000
192	1	water	-10000
193	1	water	-10000
194	1	water	-10000
195	1	water	-10000
196	1	water	-10000
197	1	water	-9451
198	1	water	-9616
199	1	water	-10000
0	2	water	-10000
1	2	ground	1584
2	2	ground	1090
3	2	ground	1364
4	2	ground	1694
5	2	ground	1749
6	2	ground	1749
7	2	ground	1474
8	2	ground	1419
9	2	ground	1419
10	2	ground	1364
11	2	ground	1584
12	2	ground	1364
13	2	ground	1035
14	2	ground	431
15	2	water	-448
16	2	water	-667
17	2	water	-338
18	2	water	-228
19	2	water	-283
20	2	water	-612
21	2	water	-228
22	2	water	-448
23	2	water	-1271
24	2	water	-1271
25	2	water	-1161
26	2	water	-1600
27	2	water	-1875
28	2	water	-2040
29	2	water	-1820
30	2	water	-1655
31	2	water	-1875
32	2	water	-1820
33	2	water	-2204
34	2	water	-2204
35	2	water	-1875
36	2	water	-1820
37	2	water	-2040
38	2	water	-1985
39	2	water	-1710
40	2	water	-1710
41	2	water	-1600
42	2	water	-1326
43	2	water	-448
44	2	water	-63
45	2	water	-63
46	2	ground	266
47	2	water	-8
48	2	water	-8
49	2	ground	266
50	2	water	-118
51	2	water	-448
52	2	water	-612
53	2	water	-997
54	2	water	-997
55	2	water	-1600
56	2	water	-2479
57	2	water	-2863
58	2	water	-2479
59	2	water	-2753
60	2	water	-3248
61	2	water	-3302
62	2	water	-3467
63	2	water	-3467
64	2	water	-4291
65	2	water	-4071
66	2	water	-3687
67	2	water	-3412
68	2	water	-3906
69	2	water	-4346
70	2	water	-4620
71	2	water	-4510
72	2	water	-4510
73	2	water	-4291
74	2	water	-4291
75	2	water	-4291
76	2	water	-4071
77	2	water	-4181
78	2	water	-4236
79	2	water	-4400
80	2	water	-5059
81	2	water	-5389
82	2	water	-5444
83	2	water	-5718
84	2	water	-5663
85	2	water	-5389
86	2	water	-5718
87	2	water	-5938
88	2	water	-6157
89	2	water	-6432
90	2	water	-7036
91	2	water	-7695
92	2	water	-7804
93	2	water	-7640
94	2	water	-7420
95	2	water	-7859
96	2	water	-7914
97	2	water	-8353
98	2	water	-8573
99	2	water	-8957
100	2	water	-8683
101	2	water	-8353
102	2	water	-8244
103	2	water	-8299
104	2	water	-8628
105	2	water	-8518
106	2	water	-8518
107	2	water	-9012
108	2	water	-8957
109	2	water	-9012
110	2	water	-9287
111	2	water	-9287
112	2	water	-8957
113	2	water	-8408
114	2	water	-7859
115	2	water	-7969
116	2	water	-8134
117	2	water	-8079
118	2	water	-7859
119	2	water	-7914
120	2	water	-8079
121	2	water	-8353
122	2	water	-8299
123	2	water	-8353
124	2	water	-8244
125	2	water	-7310
126	2	water	-7420
127	2	water	-8134
128	2	water	-8518
129	2	water	-8299
130	2	water	-8518
131	2	water	-8902
132	2	water	-9287
133	2	water	-9671
134	2	water	-9671
135	2	water	-10000
136	2	water	-9781
137	2	water	-9177
138	2	water	-9287
139	2	water	-9726
140	2	water	-9342
141	2	water	-9451
142	2	water	-9561
143	2	water	-9671
144	2	water	-9836
145	2	water	-9946
146	2	water	-10000
147	2	water	-10000
148	2	water	-10000
149	2	water	-10000
150	2	water	-10000
151	2	water	-10000
152	2	water	-10000
153	2	water	-10000
154	2	water	-10000
155	2	water	-10000
156	2	water	-10000
157	2	water	-10000
158	2	water	-10000
159	2	water	-10000
160	2	water	-10000
161	2	water	-10000
162	2	water	-10000
163	2	water	-10000
164	2	water	-10000
165	2	water	-10000
166	2	water	-10000
167	2	water	-10000
168	2	water	-10000
169	2	water	-10000
170	2	water	-10000
171	2	water	-10000
172	2	water	-10000
173	2	water	-10000
174	2	water	-10000
175	2	water	-10000
176	2	water	-10000
177	2	water	-10000
178	2	water	-10000
179	2	water	-10000
180	2	water	-10000
181	2	water	-10000
182	2	water	-10000
183	2	water	-10000
184	2	water	-10000
185	2	water	-10000
186	2	water	-10000
187	2	water	-10000
188	2	water	-10000
189	2	water	-10000
190	2	water	-10000
191	2	water	-10000
192	2	water	-10000
193	2	water	-10000
194	2	water	-10000
195	2	water	-10000
196	2	water	-9946
197	2	water	-9232
198	2	water	-9561
199	2	water	-9781
0	3	water	-10000
1	3	ground	1254
2	3	ground	980
3	3	ground	705
4	3	ground	1474
5	3	ground	1639
6	3	ground	2023
7	3	ground	1858
8	3	ground	1200
9	3	ground	1090
10	3	ground	1035
11	3	ground	925
12	3	ground	705
13	3	ground	266
14	3	ground	47
15	3	water	-338
16	3	water	-338
17	3	water	-228
18	3	water	-118
19	3	water	-557
20	3	water	-448
21	3	water	-63
22	3	water	-667
23	3	water	-942
24	3	water	-942
25	3	water	-887
26	3	water	-1381
27	3	water	-1381
28	3	water	-1381
29	3	water	-1655
30	3	water	-1655
31	3	water	-1710
32	3	water	-1875
33	3	water	-1765
34	3	water	-1875
35	3	water	-2150
36	3	water	-2150
37	3	water	-2040
38	3	water	-2095
39	3	water	-1710
40	3	water	-1655
41	3	water	-1216
42	3	water	-997
43	3	water	-283
44	3	ground	431
45	3	water	-8
46	3	water	-283
47	3	ground	211
48	3	ground	47
49	3	ground	101
50	3	ground	101
51	3	water	-173
52	3	water	-667
53	3	water	-1051
54	3	water	-1106
55	3	water	-1655
56	3	water	-2424
57	3	water	-2479
58	3	water	-2753
59	3	water	-2699
60	3	water	-2863
61	3	water	-2863
62	3	water	-3357
63	3	water	-3961
64	3	water	-3961
65	3	water	-4346
66	3	water	-4071
67	3	water	-3851
68	3	water	-3906
69	3	water	-4291
70	3	water	-4950
71	3	water	-4840
72	3	water	-4565
73	3	water	-3906
74	3	water	-4016
75	3	water	-4236
76	3	water	-3742
77	3	water	-4126
78	3	water	-4071
79	3	water	-4675
80	3	water	-5059
81	3	water	-5938
82	3	water	-6102
83	3	water	-6048
84	3	water	-5773
85	3	water	-5608
86	3	water	-5663
87	3	water	-5663
88	3	water	-6377
89	3	water	-6926
90	3	water	-7146
91	3	water	-7969
92	3	water	-8408
93	3	water	-8134
94	3	water	-8244
95	3	water	-7914
96	3	water	-8024
97	3	water	-8573
98	3	water	-8518
99	3	water	-8793
100	3	water	-9177
101	3	water	-8518
102	3	water	-8189
103	3	water	-8244
104	3	water	-8793
105	3	water	-8902
106	3	water	-8793
107	3	water	-9342
108	3	water	-9671
109	3	water	-10000
110	3	water	-9397
111	3	water	-8848
112	3	water	-9177
113	3	water	-8628
114	3	water	-8024
115	3	water	-8353
116	3	water	-8189
117	3	water	-8244
118	3	water	-8134
119	3	water	-8024
120	3	water	-8189
121	3	water	-8518
122	3	water	-8189
123	3	water	-8134
124	3	water	-7750
125	3	water	-7365
126	3	water	-7420
127	3	water	-8518
128	3	water	-8408
129	3	water	-8189
130	3	water	-8244
131	3	water	-8518
132	3	water	-9232
133	3	water	-9451
134	3	water	-9891
135	3	water	-9781
136	3	water	-9177
137	3	water	-9232
138	3	water	-9397
139	3	water	-9451
140	3	water	-9726
141	3	water	-9561
142	3	water	-9397
143	3	water	-9836
144	3	water	-9671
145	3	water	-10000
146	3	water	-10000
147	3	water	-10000
148	3	water	-10000
149	3	water	-10000
150	3	water	-10000
151	3	water	-10000
152	3	water	-10000
153	3	water	-10000
154	3	water	-10000
155	3	water	-10000
156	3	water	-10000
157	3	water	-10000
158	3	water	-10000
159	3	water	-10000
160	3	water	-10000
161	3	water	-10000
162	3	water	-10000
163	3	water	-10000
164	3	water	-10000
165	3	water	-10000
166	3	water	-10000
167	3	water	-10000
168	3	water	-10000
169	3	water	-10000
170	3	water	-10000
171	3	water	-10000
172	3	water	-10000
173	3	water	-10000
174	3	water	-10000
175	3	water	-10000
176	3	water	-10000
177	3	water	-10000
178	3	water	-10000
179	3	water	-10000
180	3	water	-10000
181	3	water	-10000
182	3	water	-10000
183	3	water	-10000
184	3	water	-10000
185	3	water	-10000
186	3	water	-10000
187	3	water	-10000
188	3	water	-10000
189	3	water	-10000
190	3	water	-10000
191	3	water	-10000
192	3	water	-10000
193	3	water	-10000
194	3	water	-10000
195	3	water	-10000
196	3	water	-9891
197	3	water	-9616
198	3	water	-9506
199	3	water	-9946
0	4	water	-9946
1	4	ground	1035
2	4	ground	596
3	4	ground	211
4	4	ground	650
5	4	ground	980
6	4	ground	1639
7	4	ground	1858
8	4	ground	815
9	4	ground	760
10	4	ground	486
11	4	ground	486
12	4	ground	101
13	4	water	-8
14	4	ground	431
15	4	ground	47
16	4	water	-8
17	4	water	-283
18	4	water	-228
19	4	water	-448
20	4	water	-612
21	4	water	-777
22	4	water	-502
23	4	water	-173
24	4	water	-722
25	4	water	-832
26	4	water	-997
27	4	water	-612
28	4	water	-338
29	4	water	-942
30	4	water	-1491
31	4	water	-1491
32	4	water	-1161
33	4	water	-1436
34	4	water	-2150
35	4	water	-1985
36	4	water	-2259
37	4	water	-2259
38	4	water	-2040
39	4	water	-1436
40	4	water	-1491
41	4	water	-832
42	4	water	-502
43	4	water	-338
44	4	ground	211
45	4	water	-448
46	4	water	-502
47	4	water	-283
48	4	water	-228
49	4	ground	266
50	4	ground	321
51	4	water	-502
52	4	water	-777
53	4	water	-1491
54	4	water	-1765
55	4	water	-2095
56	4	water	-2150
57	4	water	-2369
58	4	water	-3083
59	4	water	-2753
60	4	water	-2589
61	4	water	-3577
62	4	water	-3687
63	4	water	-4236
64	4	water	-4346
65	4	water	-4510
66	4	water	-4016
67	4	water	-3742
68	4	water	-3961
69	4	water	-4291
70	4	water	-4895
71	4	water	-4346
72	4	water	-4455
73	4	water	-4071
74	4	water	-4455
75	4	water	-4565
76	4	water	-4565
77	4	water	-4400
78	4	water	-4510
79	4	water	-4675
80	4	water	-5499
81	4	water	-6322
82	4	water	-6377
83	4	water	-6102
84	4	water	-6322
85	4	water	-6487
86	4	water	-6267
87	4	water	-6157
88	4	water	-6761
89	4	water	-7091
90	4	water	-7530
91	4	water	-7969
92	4	water	-8408
93	4	water	-8463
94	4	water	-8573
95	4	water	-8463
96	4	water	-8024
97	4	water	-8299
98	4	water	-8738
99	4	water	-8848
100	4	water	-9342
101	4	water	-8957
102	4	water	-8738
103	4	water	-9012
104	4	water	-9451
105	4	water	-8957
106	4	water	-9287
107	4	water	-9397
108	4	water	-9671
109	4	water	-9506
110	4	water	-9506
111	4	water	-9122
112	4	water	-9451
113	4	water	-9342
114	4	water	-8957
115	4	water	-8573
116	4	water	-8024
117	4	water	-8024
118	4	water	-8299
119	4	water	-8244
120	4	water	-8244
121	4	water	-8518
122	4	water	-8134
123	4	water	-7530
124	4	water	-7420
125	4	water	-7420
126	4	water	-7695
127	4	water	-7804
128	4	water	-8189
129	4	water	-8189
130	4	water	-8518
131	4	water	-9232
132	4	water	-9506
133	4	water	-9122
134	4	water	-9726
135	4	water	-9561
136	4	water	-9177
137	4	water	-9397
138	4	water	-9451
139	4	water	-9177
140	4	water	-9287
141	4	water	-9397
142	4	water	-9781
143	4	water	-9616
144	4	water	-9561
145	4	water	-9726
146	4	water	-9726
147	4	water	-10000
148	4	water	-10000
149	4	water	-10000
150	4	water	-10000
151	4	water	-10000
152	4	water	-10000
153	4	water	-10000
154	4	water	-10000
155	4	water	-10000
156	4	water	-10000
157	4	water	-10000
158	4	water	-10000
159	4	water	-10000
160	4	water	-10000
161	4	water	-10000
162	4	water	-10000
163	4	water	-10000
164	4	water	-10000
165	4	water	-10000
166	4	water	-10000
167	4	water	-10000
168	4	water	-10000
169	4	water	-10000
170	4	water	-10000
171	4	water	-10000
172	4	water	-10000
173	4	water	-10000
174	4	water	-10000
175	4	water	-10000
176	4	water	-10000
177	4	water	-10000
178	4	water	-10000
179	4	water	-10000
180	4	water	-10000
181	4	water	-10000
182	4	water	-10000
183	4	water	-10000
184	4	water	-10000
185	4	water	-10000
186	4	water	-10000
187	4	water	-10000
188	4	water	-10000
189	4	water	-10000
190	4	water	-10000
191	4	water	-10000
192	4	water	-10000
193	4	water	-10000
194	4	water	-10000
195	4	water	-9616
196	4	water	-9616
197	4	water	-9561
198	4	water	-9781
199	4	water	-10000
0	5	water	-10000
1	5	ground	1090
2	5	ground	1145
3	5	ground	705
4	5	ground	760
5	5	ground	1254
6	5	ground	1474
7	5	ground	1254
8	5	ground	596
9	5	ground	376
10	5	ground	47
11	5	ground	47
12	5	ground	321
13	5	ground	211
14	5	ground	760
15	5	ground	760
16	5	ground	541
17	5	ground	266
18	5	ground	266
19	5	water	-173
20	5	water	-612
21	5	water	-338
22	5	water	-118
23	5	water	-118
24	5	water	-722
25	5	water	-1051
26	5	water	-777
27	5	water	-338
28	5	ground	47
29	5	water	-338
30	5	water	-612
31	5	water	-997
32	5	water	-997
33	5	water	-1051
34	5	water	-1655
35	5	water	-2150
36	5	water	-1875
37	5	water	-1930
38	5	water	-1765
39	5	water	-1491
40	5	water	-1271
41	5	water	-942
42	5	water	-612
43	5	water	-228
44	5	water	-63
45	5	water	-502
46	5	water	-63
47	5	ground	211
48	5	ground	266
49	5	ground	101
50	5	ground	266
51	5	water	-173
52	5	water	-942
53	5	water	-887
54	5	water	-1491
55	5	water	-2424
56	5	water	-2369
57	5	water	-2095
58	5	water	-2863
59	5	water	-2699
60	5	water	-2699
61	5	water	-3467
62	5	water	-3961
63	5	water	-4400
64	5	water	-4400
65	5	water	-4346
66	5	water	-4126
67	5	water	-3906
68	5	water	-4400
69	5	water	-4181
70	5	water	-4071
71	5	water	-3961
72	5	water	-3961
73	5	water	-4291
74	5	water	-4346
75	5	water	-4126
76	5	water	-4455
77	5	water	-4400
78	5	water	-4455
79	5	water	-4785
80	5	water	-5553
81	5	water	-6212
82	5	water	-6597
83	5	water	-6706
84	5	water	-6816
85	5	water	-6816
86	5	water	-7091
87	5	water	-7036
88	5	water	-7475
89	5	water	-7146
90	5	water	-7530
91	5	water	-7640
92	5	water	-8353
93	5	water	-8518
94	5	water	-8793
95	5	water	-9012
96	5	water	-9122
97	5	water	-8957
98	5	water	-9177
99	5	water	-9287
100	5	water	-9561
101	5	water	-9232
102	5	water	-9561
103	5	water	-9397
104	5	water	-9397
105	5	water	-8793
106	5	water	-9506
107	5	water	-9726
108	5	water	-9506
109	5	water	-9177
110	5	water	-9397
111	5	water	-9342
112	5	water	-9781
113	5	water	-9506
114	5	water	-8957
115	5	water	-8738
116	5	water	-8353
117	5	water	-8134
118	5	water	-8189
119	5	water	-8518
120	5	water	-8628
121	5	water	-8573
122	5	water	-8353
123	5	water	-7695
124	5	water	-7585
125	5	water	-7859
126	5	water	-7859
127	5	water	-7914
128	5	water	-8408
129	5	water	-8408
130	5	water	-8573
131	5	water	-9232
132	5	water	-9561
133	5	water	-9177
134	5	water	-9451
135	5	water	-9561
136	5	water	-9616
137	5	water	-10000
138	5	water	-10000
139	5	water	-9561
140	5	water	-9397
141	5	water	-9451
142	5	water	-10000
143	5	water	-10000
144	5	water	-9891
145	5	water	-9836
146	5	water	-9671
147	5	water	-10000
148	5	water	-10000
149	5	water	-10000
150	5	water	-10000
151	5	water	-10000
152	5	water	-10000
153	5	water	-10000
154	5	water	-10000
155	5	water	-10000
156	5	water	-10000
157	5	water	-10000
158	5	water	-10000
159	5	water	-10000
160	5	water	-10000
161	5	water	-10000
162	5	water	-10000
163	5	water	-10000
164	5	water	-10000
165	5	water	-10000
166	5	water	-10000
167	5	water	-10000
168	5	water	-10000
169	5	water	-10000
170	5	water	-10000
171	5	water	-10000
172	5	water	-10000
173	5	water	-10000
174	5	water	-10000
175	5	water	-10000
176	5	water	-10000
177	5	water	-10000
178	5	water	-10000
179	5	water	-10000
180	5	water	-10000
181	5	water	-10000
182	5	water	-10000
183	5	water	-10000
184	5	water	-10000
185	5	water	-10000
186	5	water	-10000
187	5	water	-10000
188	5	water	-10000
189	5	water	-10000
190	5	water	-10000
191	5	water	-10000
192	5	water	-10000
193	5	water	-10000
194	5	water	-10000
195	5	water	-9946
196	5	water	-9506
197	5	water	-9836
198	5	water	-10000
199	5	water	-10000
0	6	water	-9946
1	6	ground	760
2	6	ground	1035
3	6	ground	815
4	6	ground	980
5	6	ground	1200
6	6	ground	980
7	6	ground	705
8	6	ground	486
9	6	water	-63
10	6	water	-612
11	6	water	-228
12	6	ground	156
13	6	ground	376
14	6	ground	431
15	6	ground	925
16	6	ground	705
17	6	ground	321
18	6	ground	541
19	6	water	-228
20	6	water	-338
21	6	water	-118
22	6	water	-283
23	6	water	-612
24	6	water	-887
25	6	water	-1161
26	6	water	-557
27	6	water	-338
28	6	water	-8
29	6	water	-8
30	6	water	-612
31	6	water	-667
32	6	water	-887
33	6	water	-777
34	6	water	-1216
35	6	water	-1765
36	6	water	-1820
37	6	water	-1820
38	6	water	-1600
39	6	water	-1491
40	6	water	-1106
41	6	water	-887
42	6	water	-612
43	6	water	-557
44	6	water	-448
45	6	water	-393
46	6	water	-338
47	6	water	-118
48	6	water	-118
49	6	water	-338
50	6	ground	211
51	6	water	-8
52	6	water	-338
53	6	water	-393
54	6	water	-1106
55	6	water	-1820
56	6	water	-2259
57	6	water	-2479
58	6	water	-2534
59	6	water	-2534
60	6	water	-2918
61	6	water	-3467
62	6	water	-4181
63	6	water	-4126
64	6	water	-4620
65	6	water	-4565
66	6	water	-4291
67	6	water	-4291
68	6	water	-4071
69	6	water	-3797
70	6	water	-3742
71	6	water	-4071
72	6	water	-3906
73	6	water	-4236
74	6	water	-4236
75	6	water	-4510
76	6	water	-4675
77	6	water	-4565
78	6	water	-4950
79	6	water	-5389
80	6	water	-5938
81	6	water	-6322
82	6	water	-7036
83	6	water	-7255
84	6	water	-7255
85	6	water	-7255
86	6	water	-7640
87	6	water	-7310
88	6	water	-7036
89	6	water	-7420
90	6	water	-8024
91	6	water	-7969
92	6	water	-8244
93	6	water	-8299
94	6	water	-8628
95	6	water	-9397
96	6	water	-9781
97	6	water	-9616
98	6	water	-9836
99	6	water	-10000
100	6	water	-9616
101	6	water	-9726
102	6	water	-9616
103	6	water	-9067
104	6	water	-9012
105	6	water	-9122
106	6	water	-9616
107	6	water	-9506
108	6	water	-9671
109	6	water	-9671
110	6	water	-9891
111	6	water	-9506
112	6	water	-9836
113	6	water	-9781
114	6	water	-9397
115	6	water	-8902
116	6	water	-8408
117	6	water	-8518
118	6	water	-8738
119	6	water	-8848
120	6	water	-8738
121	6	water	-8573
122	6	water	-8408
123	6	water	-8024
124	6	water	-7969
125	6	water	-8518
126	6	water	-7859
127	6	water	-8134
128	6	water	-8463
129	6	water	-8353
130	6	water	-8244
131	6	water	-8683
132	6	water	-9287
133	6	water	-8902
134	6	water	-9067
135	6	water	-9451
136	6	water	-9781
137	6	water	-10000
138	6	water	-10000
139	6	water	-10000
140	6	water	-10000
141	6	water	-9836
142	6	water	-10000
143	6	water	-10000
144	6	water	-10000
145	6	water	-9891
146	6	water	-9726
147	6	water	-10000
148	6	water	-10000
149	6	water	-10000
150	6	water	-10000
151	6	water	-10000
152	6	water	-10000
153	6	water	-10000
154	6	water	-10000
155	6	water	-10000
156	6	water	-10000
157	6	water	-10000
158	6	water	-10000
159	6	water	-10000
160	6	water	-10000
161	6	water	-10000
162	6	water	-10000
163	6	water	-10000
164	6	water	-10000
165	6	water	-10000
166	6	water	-10000
167	6	water	-10000
168	6	water	-10000
169	6	water	-10000
170	6	water	-10000
171	6	water	-10000
172	6	water	-10000
173	6	water	-10000
174	6	water	-10000
175	6	water	-10000
176	6	water	-10000
177	6	water	-10000
178	6	water	-10000
179	6	water	-10000
180	6	water	-10000
181	6	water	-10000
182	6	water	-10000
183	6	water	-10000
184	6	water	-10000
185	6	water	-10000
186	6	water	-10000
187	6	water	-10000
188	6	water	-10000
189	6	water	-10000
190	6	water	-10000
191	6	water	-10000
192	6	water	-10000
193	6	water	-10000
194	6	water	-10000
195	6	water	-10000
196	6	water	-10000
197	6	water	-10000
198	6	water	-10000
199	6	water	-10000
0	7	water	-9891
1	7	ground	47
2	7	ground	376
3	7	ground	870
4	7	ground	1090
5	7	ground	925
6	7	ground	486
7	7	ground	211
8	7	ground	376
9	7	water	-393
10	7	water	-942
11	7	water	-667
